"","title","author","path","date","response"
"317","[<U+8A0E><U+8AD6>] <U+5B89><U+6D77><U+745F><U+5A01><U+4FCF><U+76AE><U+77ED><U+9AEE> Song One<U+8A6E><U+91CB><U+8003><U+53E4><U+5B78><U+5BB6>","northoslo","/bbs/movie/M.1370775575.A.9E1.html"," 6/09","15"
"318","[<U+65B0><U+805E>] <U+6797><U+5FD7><U+73B2>SM<U+505A><U+767D><U+5DE5> <U+5BCC><U+6625><U+7206><U+4E73><U+5E8A><U+6230><U+4E0D><U+7D66><U+53F0><U+5BA2><U+770B>","azzo","/bbs/movie/M.1370777187.A.FFB.html"," 6/09","19"
"319","[<U+8CC7><U+8A0A>] <U+4E0D><U+53EF><U+80FD><U+7684><U+4EFB><U+52D9>:<U+9B3C><U+5F71><U+884C><U+52D5> HBO <U+64AD><U+653E><U+6642><U+9593>","EijiHoba","/bbs/movie/M.1370779302.A.3F1.html"," 6/09","7"
"320","[<U+7247><U+55AE>] <U+6709><U+63A8><U+85A6><U+7684><U+61F8><U+7591><U+7247><U+55CE>","alifeforever","/bbs/movie/M.1370779830.A.170.html"," 6/09","19"
"321","[<U+8F49><U+9304>] <U+91D1><U+57CE><U+6B66>:<U+6F14><U+54E1><U+4E0D><U+904E><U+662F><U+5C0E><U+6F14><U+4E0B><U+7684><U+4E00><U+9846><U+68CB><U+5B50>","wty","/bbs/movie/M.1370779892.A.01C.html"," 6/09","41"
"322","[<U+65B0><U+805E>] <U+5C0F><U+5E03><U+597D><U+51F1> <U+7D66>2.2<U+842C><U+5C0F><U+8CBB>","iam168888888","/bbs/movie/M.1370780047.A.0D4.html"," 6/09","7"
"323","[<U+7247><U+55AE>] <U+8ACB><U+63A8><U+85A6><U+641E><U+7B11> <U+80FD><U+8B93><U+6211><U+7B11><U+5230><U+5D29><U+6F70><U+7684><U+96FB><U+5F71>","gangplank","/bbs/movie/M.1370781024.A.FA9.html"," 6/09","<U+7206>"
"324","[live] MIB 3 <U+661F><U+969B><U+6230><U+8B66> 3  HBO 22:00 ","super1937","/bbs/movie/M.1370781234.A.E8F.html"," 6/09","<U+7206>"
"325","[<U+8A0E><U+8AD6>] <U+559C><U+5287><U+6F14><U+54E1>","Jthreesmall","/bbs/movie/M.1370781243.A.0D0.html"," 6/09","8"
"326","[<U+8CA0><U+96F7>] <U+5730><U+7403><U+904E><U+5F8C> <U+5343><U+842C><U+4E0D><U+8981><U+770B>","mygril","/bbs/movie/M.1370782347.A.A66.html"," 6/09","10"
"327","[<U+8D08><U+7968>] <<U+6DD2><U+53B2><U+4EBA><U+59BB>>6/10<U+7279><U+6620><U+6703><U+8D08><U+7968>","np106","/bbs/movie/M.1370782467.A.BE6.html"," 6/09",""
"328","[<U+666E><U+96F7>]<U+51FA><U+795E><U+5165><U+5316> ","narnoi","/bbs/movie/M.1370783666.A.003.html"," 6/09","4"
"329","[<U+597D><U+96F7>]<U+6625><U+5FC3><U+8569><U+6F3E>(Prime)--<U+628A><U+6700><U+7F8E><U+597D><U+7684><U+6642><U+5149><U+7559><U+7D66><U+904E><U+53BB>","zamkao","/bbs/movie/M.1370784319.A.400.html"," 6/09","4"
"330","[<U+8ACB><U+76CA>] <U+96FB><U+5F71><U+5F8C><U+88FD><U+7684><U+5F71><U+7247>","been0730","/bbs/movie/M.1370784688.A.EFB.html"," 6/09","8"
"331","[<U+8A0E><U+8AD6>] <U+5929><U+6A5F> <U+5BCC><U+6625><U+5C71><U+5C45><U+5716>","jujang","/bbs/movie/M.1370784858.A.21E.html"," 6/09","2"
"332","[<U+8ACB><U+76CA>] <U+5730><U+7403><U+904E><U+5F8C><U+7684><U+80CC><U+666F>","a5480277","/bbs/movie/M.1370786374.A.5E0.html"," 6/09","1"
"333","[<U+8A0E><U+8AD6>]<U+6885><U+6839><U+798F><U+514B><U+65AF><U+5C07><U+5728><U+3010><U+8B8A><U+5F62><U+91D1><U+525B>4<U+3011><U+73FE><U+8EAB>?!","tkuaaa","/bbs/movie/M.1370786468.A.30E.html"," 6/09","24"
"334","[<U+8ACB><U+76CA>] <U+95DC><U+65BC><U+92FC><U+9435><U+82F1><U+96C4>IMAX<U+7684><U+554F><U+984C>","jerry092038","/bbs/movie/M.1370786912.A.074.html"," 6/09","13"
"335","[<U+597D><U+96F7>] <U+7ACA><U+807D><U+98A8><U+66B4><U+7684><U+7591><U+554F> ","a9a99","/bbs/movie/M.1370787146.A.DC6.html"," 6/09","6"
"336","[<U+8A0E><U+8AD6>] <U+9006><U+5149><U+98DB><U+7FD4><U+5BA3><U+50B3><U+554F><U+984C>","SUNZIICORSA","/bbs/movie/M.1370787618.A.F50.html"," 6/09","25"
"337","[<U+666E><U+96F7>] <U+6A5F><U+5BC6><U+771F><U+76F8>","coolerxxxooo","/bbs/movie/M.1370789820.A.347.html"," 6/09",""
"338","[<U+554F><U+7247>] <U+8ACB><U+554F><U+4E00><U+90E8><U+6230><U+722D><U+9003><U+5175><U+7247><U+540D> <U+975E><U+4E8C><U+6230><U+671F><U+9593>","waterfat520","/bbs/movie/M.1370791550.A.7C3.html"," 6/09","3"
"339","[<U+666E><U+96F7>]<U+51FA><U+795E><U+5165><U+5316>:MAGIC FOR WHAT? ","snowbean324","/bbs/movie/M.1370792483.A.AC7.html"," 6/09","7"
"340","Re: [live] MIB 3 <U+661F><U+969B><U+6230><U+8B66> 3  HBO 22:00 ","SeanBean","/bbs/movie/M.1370792750.A.113.html"," 6/09","22"
"341","Re: [<U+8A0E><U+8AD6>] <U+5973><U+751F><U+662F><U+4E0D><U+662F><U+5927><U+90E8><U+4EFD><U+5C0D><U+8D85><U+4EBA><U+4E0D><U+592A><U+611F><U+8208><U+8DA3>?","shinbird","/bbs/movie/M.1370793558.A.A72.html"," 6/09","10"
"342","Re: [<U+597D><U+96F7>] <U+7ACA><U+807D><U+98A8><U+66B4><U+7684><U+7591><U+554F> ","cyr1216","/bbs/movie/M.1370794624.A.3C8.html"," 6/10","1"
"343","[<U+9592><U+804A>] <U+5982><U+540C><U+597D><U+9152><U+8D8A><U+9673><U+8D8A><U+9999>!<U+8D8A><U+8001><U+8D8A><U+597D><U+770B><U+7684><U+7537><U+660E><U+661F>","inpudding","/bbs/movie/M.1370796125.A.057.html"," 6/10","80"
"344","[<U+597D><U+96F7>] <U+7279><U+7A2E><U+90E8><U+968A>2 ","scrubber","/bbs/movie/M.1370796833.A.FD4.html"," 6/10",""
"345","[<U+5206><U+4EAB>] <U+897F><U+90E8><U+7247><U+5FC5><U+5099><U+7684><U+77F3><U+5C71> <U+79D1><U+7F85><U+62C9><U+591A><U+9AD8><U+539F><U+7D00><U+5FF5><U+7891><U+8C37>","inpudding","/bbs/movie/M.1370797833.A.BAF.html"," 6/10","3"
"346","[<U+820A><U+96F7>] <U+7FFB><U+6EFE><U+5427>,<U+963F><U+4FE1> ","goodjeff","/bbs/movie/M.1370798004.A.232.html"," 6/10","2"
"347","[<U+554F><U+7247>] <U+540C><U+4E00><U+5929><U+4E0D><U+65B7><U+91CD><U+8907><U+7684><U+96FB><U+5F71>","Paulnewman","/bbs/movie/M.1370799253.A.71F.html"," 6/10","15"
"348","[<U+721B><U+96F7>] <U+5730><U+7403><U+904E><U+5F8C>  <U+6C92><U+722C><U+6587><U+7684><U+6211><U+662F><U+6557><U+5C3A><U+554A> ","millia62219","/bbs/movie/M.1370799306.A.DFE.html"," 6/10","75"
"349","[<U+7247><U+55AE>] <U+6709><U+51FA><U+73FE><U+8001><U+6B4C><U+7684><U+53F0><U+7063><U+96FB><U+5F71>","nicklin04","/bbs/movie/M.1370800569.A.86A.html"," 6/10","17"
"350","[<U+597D><U+96F7>]«<U+9732><U+897F><U+4E9E><U+96E2><U+958B><U+4E4B><U+5F8C>(After Lucia)»","linrob","/bbs/movie/M.1370802421.A.11F.html"," 6/10","2"
"351","[<U+7247><U+55AE>] <U+60F3><U+8ACB><U+554F><U+6709><U+6C92><U+6709><U+4EE5><U+5FB7><U+8ECD><U+70BA><U+89C0><U+9EDE><U+7684><U+4E8C><U+6230><U+7247><U+FF1F>","hehe3210","/bbs/movie/M.1370804914.A.979.html"," 6/10","14"
"352","[<U+666E><U+597D><U+96F7>] <U+8166><U+7537>","a85316","/bbs/movie/M.1370805199.A.A85.html"," 6/10","3"
"353","[<U+554F><U+7247>] <U+4E8C><U+6230><U+7247><U+540D> <U+5EDA><U+623F><U+593E><U+5B50><U+593E><U+6A5F><U+69CD> (<U+7D04><U+7FF0>.<U+5DF4><U+897F><U+9686>)","aisidi","/bbs/movie/M.1370812342.A.C3C.html"," 6/10","8"
"354","[<U+65B0><U+805E>] «<U+9189><U+5F8C><U+5927><U+4E08><U+592B>3»<U+6C92><U+9189><U+7167><U+51FA><U+7CD7>","mart5301","/bbs/movie/M.1370829315.A.675.html"," 6/10",""
"355","[<U+8F49><U+9304>] <U+8B1D><U+9706><U+92D2>:<U+6211><U+6BD4><U+5F9E><U+524D><U+5FEB><U+6A02>","wty","/bbs/movie/M.1370829829.A.55A.html"," 6/10","20"
"356","[<U+597D><U+96F7>] <U+7F8E><U+4E2D><U+4E0D><U+8DB3><U+7684><U+51FA><U+795E><U+5165><U+5316> ","ckshchen","/bbs/movie/M.1370830176.A.958.html"," 6/10","5"
"357","[<U+554F><U+7247>] <U+95DC><U+65BC><U+7236><U+5B50><U+89AA><U+60C5><U+8207><U+5BB6><U+5EAD><U+554F><U+984C><U+7684><U+96FB><U+5F71>","chwilliam","/bbs/movie/M.1370832121.A.765.html"," 6/10","1"
"358","[<U+597D><U+96F7>]<U+53EF><U+6BD4><U+8CED><U+57CE><U+9B54><U+8853><U+79C0><U+7684><<U+51FA><U+795E><U+5165><U+5316>><U+3002> ","neverblue","/bbs/movie/M.1370834293.A.C44.html"," 6/10","6"
"359","[<U+9078><U+7247>] <U+51FA><U+795E><U+5165><U+5316><U+6216><U+9189><U+5F8C><U+5927><U+4E08><U+592B>3","JOJOJIMJIM","/bbs/movie/M.1370835877.A.A26.html"," 6/10","21"
"360","[<U+8A0E><U+8AD6>] <U+8D85><U+4EBA>:<U+92FC><U+9435><U+82F1><U+96C4> <U+7F8E><U+9E97><U+83EF>IMAX","alljerry04","/bbs/movie/M.1370836177.A.FAC.html"," 6/10","53"
"361","[<U+8A0E><U+8AD6>] «X<U+6230><U+8B66>:<U+672A><U+4F86><U+6614><U+65E5>»<U+73CD><U+59AE><U+4F5B><U+52DE><U+502B><U+65AF><U+7247><U+5834><U+7167>","northoslo","/bbs/movie/M.1370836924.A.D0E.html"," 6/10","7"
"362","[<U+8ACB><U+76CA>] <U+661F><U+969B><U+722D><U+9738><U+6230> <U+95C7><U+9ED1><U+7121><U+754C> <U+4E00><U+6BB5><U+53F0><U+8A5E>?","always123x","/bbs/movie/M.1370836986.A.4AB.html"," 6/10","4"
"363","[<U+8A0E><U+8AD6>] <U+3010><U+7E3D><U+8216><U+5E2B><U+3011><U+9996><U+6CE2><U+6B63><U+5F0F><U+9810><U+544A>-<U+51FA><U+5E2B><U+7BC7>","nerve333","/bbs/movie/M.1370837400.A.343.html"," 6/10","3"
"364","[<U+65B0><U+805E>] «<U+5931><U+9B42>»<U+4E0D><U+5BD2><U+800C><U+6144><U+5927><U+641E><U+8A6D><U+8B4E><U+6C23><U+6C1B> <U+5317><U+5F71><U+958B><U+8CE3><U+79D2><U+6BBA>","zbemuse","/bbs/movie/M.1370837648.A.D0E.html"," 6/10",""
"365","Re: [<U+597D><U+96F7>] <U+7ACA><U+807D><U+98A8><U+66B4><U+7684><U+7591><U+554F> ","NIGHT0330","/bbs/movie/M.1370837814.A.2D5.html"," 6/10","6"
"366","[<U+554F><U+7247>] <U+6536><U+96C6><U+5F88><U+591A><U+7C3D><U+540D><U+7684><U+96FB><U+5F71>","thesidearm","/bbs/movie/M.1370841866.A.258.html"," 6/10","5"
"367","Re: [<U+6709><U+96F7>] <U+51FA><U+795E><U+5165><U+5316><U+4E4B>BUG","eachunglin","/bbs/movie/M.1370843256.A.CAE.html"," 6/10","2"
"368","Re: [<U+6709><U+96F7>] <U+51FA><U+795E><U+5165><U+5316><U+4E4B>BUG","nagisaK","/bbs/movie/M.1370845268.A.E4C.html"," 6/10","2"
"369","[<U+8A0E><U+8AD6>] <U+5949><U+4FCA><U+660A><U+597D><U+840A><U+5C4B><U+65B0><U+96FB><U+5F71>Snowpiercer<U+91CB><U+51FA><U+6D77><U+5831>","beckseaton","/bbs/movie/M.1370846580.A.C4C.html"," 6/10","5"
"370","[<U+597D><U+96F7>]«<U+8056><U+6BA4>»<U+4EA2><U+9F8D><U+6709><U+6094>… (<U+6709><U+96F7>)","ash1118","/bbs/movie/M.1370849764.A.162.html"," 6/10","3"
"371","[<U+554F><U+7247>] <U+62DC><U+8A17><U+9AD8><U+624B><U+5E6B><U+795E><U+4E00><U+90E8><U+7F8E><U+570B><U+65E9><U+671F><U+96FB><U+5F71>","g70292","/bbs/movie/M.1370849834.A.FC2.html"," 6/10","5"
"372","Re: [<U+6709><U+96F7>] <U+51FA><U+795E><U+5165><U+5316><U+4E4B>BUG","jtrsp","/bbs/movie/M.1370850156.A.888.html"," 6/10",""
"373","[<U+8D08><U+7968>] <U+514D><U+8CBB><U+96FB><U+5F71><U+7968>:<U+6DD2><U+53B2><U+4EBA><U+59BB>-<U+9A5A><U+609A><U+6050><U+6016><U+7247>","littlewanzz","/bbs/movie/M.1370850915.A.F8F.html"," 6/10","4"
"374","[<U+8F49><U+9304>] <U+61F8><U+7591><U+5927><U+5E2B><U+5E0C><U+5340><U+8003><U+514B><U+8207>“<U+6F5B><U+898F><U+5247>”","wty","/bbs/movie/M.1370852169.A.45F.html"," 6/10","2"
"375","[<U+554F><U+7247>] <U+8A62><U+554F><U+95DC><U+65BC><U+9818><U+990A><U+5C0F><U+5B69><U+537B><U+63A5><U+9023><U+6B7B><U+4EA1><U+7684><U+96FB><U+5F71>","watchbank","/bbs/movie/M.1370855684.A.335.html"," 6/10","8"
"376","[<U+597D><U+96F7>] <U+9EDE><U+71C3><U+751F><U+547D><U+4E4B><U+6D77>","prc","/bbs/movie/M.1370855972.A.98B.html"," 6/10","2"
"377","[<U+8ACB><U+76CA>]«<U+51FA><U+795E><U+5165><U+5316>»<U+4E4B><U+5C0F><U+6A4B><U+6BB5> ","ivan0511","/bbs/movie/M.1370856371.A.DDE.html"," 6/10","6"
"378","[<U+8A0E><U+8AD6>]<U+3010><U+9B54><U+5973><U+5B85><U+6025><U+4FBF><U+3011><U+771F><U+4EBA><U+7248><U+7167> <U+5C3E><U+91CE><U+771F><U+5343><U+5B50><U+52A0><U+5165>","tkuaaa","/bbs/movie/M.1370858931.A.D42.html"," 6/10","4"
"379","[<U+8A0E><U+8AD6>] <U+8D85><U+4EBA>:<U+92FC><U+9435><U+82F1><U+96C4> <U+5A01><U+79C0>2D<U+5834><U+6B21><U+6BD4>3D<U+7684><U+9084><U+591A>!","NANJO1569","/bbs/movie/M.1370861456.A.C1B.html"," 6/10","4"
"380","[<U+8A0E><U+8AD6>] <U+6709><U+4EBA><U+8DDF><U+6211><U+4E00><U+6A23><U+89BA><U+5F97><U+92FC><U+9435><U+4EBA><U+5F88><U+7121><U+804A><U+7684><U+55CE>?","scrubber","/bbs/movie/M.1370862645.A.EC1.html"," 6/10","5"
"381","[<U+8A0E><U+8AD6>] <U+95DC><U+65BC><U+8D85><U+4EBA><U+92FC><U+9435><U+82F1><U+96C4><U+7684><U+8A55><U+50F9>","godgan","/bbs/movie/M.1370862926.A.4EB.html"," 6/10","27"
"382","[<U+554F><U+7247>] <U+591A><U+91CD><U+4EBA><U+683C><U+7684><U+96FB><U+5F71>(<U+5DF2><U+5FB5><U+5F97>:INSiDE short film)","ericsson2133","/bbs/movie/M.1370864037.A.6EA.html"," 6/10","18"
"383","[<U+65B0><U+805E>] <U+9EA5><U+7279><U+6234><U+8499><U+6C42><U+51CD><U+9F61> <U+52C7><U+95D6><U+300C><U+6975><U+6A02><U+4E16><U+754C><U+300D>","sampsonlu919","/bbs/movie/M.1370864046.A.EA8.html"," 6/10","8"
"384","[<U+8ACB><U+76CA>] <U+5927><U+4EA8><U+5C0F><U+50B3><U+4E2D><U+674E><U+5967><U+7D0D><U+591A><U+7684><U+6F14><U+6280>","nabiqueen","/bbs/movie/M.1370864824.A.00B.html"," 6/10","12"
"385","[<U+554F><U+7247>] <U+53E4><U+8001><U+6D0B><U+7247><U+5973><U+4E3B><U+89D2><U+62FF><U+8840><U+6DCB><U+5728><U+516C><U+8ECA><U+9580><U+53E3>(<U+7D50><U+5C40><U+96F7>)","TitanChao","/bbs/movie/M.1370866992.A.2C5.html"," 6/10","7"
"386","[<U+65B0><U+805E>] <U+4F0A><U+68EE><U+53AD><U+7838><U+5927><U+9322><U+62CD><U+7247> <U+6A02><U+62CD><U+5C0F><U+96FB><U+5F71>","iam168888888","/bbs/movie/M.1370867210.A.4FD.html"," 6/10","14"
"387","[<U+65B0><U+805E>] <U+5C0F><U+73ED><U+300C><U+5967><U+300D><U+8996><U+7FA4><U+96C4> <U+52C7><U+596A><U+5E74><U+5EA6><U+7537><U+5B50><U+6F22>","sampsonlu919","/bbs/movie/M.1370867785.A.C05.html"," 6/10","1"
"388","[<U+7121><U+96F7>] <U+68EE><U+6797><U+6230><U+58EB><U+597D><U+770B>","dianna72","/bbs/movie/M.1370868235.A.CFF.html"," 6/10","4"
"389","[<U+8A0E><U+8AD6>] <U+7D04><U+7FF0><U+99AC><U+514B><U+7DAD><U+5947><U+5728><U+591A><U+502B><U+591A><U+62EF><U+6551><U+4E86><U+4E00><U+540D><U+8001><U+4EBA>","beckseaton","/bbs/movie/M.1370868356.A.69D.html"," 6/10","34"
"390","[<U+8F49><U+9304>] <U+738B><U+5B78><U+573B><U+8AC7><U+92FC><U+9435><U+4EBA>3:<U+5C0F><U+52DE><U+52C3><U+9053><U+5C3C><U+500B><U+5B50><U+77EE>","wty","/bbs/movie/M.1370870916.A.4E1.html"," 6/10","6"
"391","[<U+8A0E><U+8AD6>]<U+5468><U+6770><U+502B><U+3010><U+5929><U+53F0><U+3011> <U+6FA1><U+5802><U+6253><U+67B6><U+8DF3><U+821E><U+7247><U+6BB5>","nerve333","/bbs/movie/M.1370871414.A.A00.html"," 6/10","23"
"392","[<U+8D08><U+7968>] «<U+7D42><U+6975><U+552C><U+795E>:<U+611B><U+7684><U+5927><U+5FA9><U+4EC7>»<U+96FB><U+5F71><U+7279><U+6620><U+5165><U+5834><U+5377>","boneyshan","/bbs/movie/M.1370873299.A.133.html"," 6/10",""
"393","[<U+8A0E><U+8AD6>]<U+3010><U+54C8><U+6BD4><U+4EBA>:<U+8352><U+8C37><U+60E1><U+9F8D><U+3011><U+9996><U+66DD><U+6D77><U+5831><U+3001><U+7CBE><U+9748><U+5973><U+5287><U+7167>","tkuaaa","/bbs/movie/M.1370873596.A.744.html"," 6/10","26"
"394","[<U+8A0E><U+8AD6>] <U+88FD><U+7247><U+8B49><U+5BE6><U+634D><U+885B><U+6230><U+58EB>2<U+4F9D><U+7136><U+5728><U+904B><U+4F5C><U+958B><U+62CD><U+8A08><U+756B>","beckseaton","/bbs/movie/M.1370877638.A.A08.html"," 6/10","6"
"395","[<U+554F><U+7247>] <U+9EA5><U+7279><U+6234><U+8499><U+7684><U+96FB><U+5F71>","Amor9706103","/bbs/movie/M.1370878591.A.F4F.html"," 6/10","6"
"396","[<U+554F><U+7247>] <U+6709><U+95DC><U+65BC><U+623F><U+5B50><U+7684><U+96FB><U+5F71>","aauxljrx","/bbs/movie/M.1370879753.A.889.html"," 6/10","4"
"397","[<U+597D><U+96F7>] <U+695A><U+9580><U+7684><U+4E16><U+754C> ","COCOCCC","/bbs/movie/M.1370880011.A.818.html"," 6/11","18"
"398","[<U+7247><U+55AE>] <U+6709><U+885D><U+7A81><U+3001><U+6E9D><U+901A><U+6216><U+8AC7><U+5224><U+6A4B><U+6BB5><U+7684><U+96FB><U+5F71>","kid5","/bbs/movie/M.1370880101.A.B84.html"," 6/11","44"
"399","[<U+8ACB><U+76CA>] <U+51FA><U+795E><U+5165><U+5316><U+7684><U+4E00><U+500B><U+6A4B><U+6BB5> (<U+96F7>)","paraparastar","/bbs/movie/M.1370880223.A.DBA.html"," 6/11",""
"400","[<U+8D08><U+7968>] <U+8349><U+98DF><U+7537><U+4E4B><U+6843><U+82B1><U+671F> - <U+53F0><U+5317><U+7279><U+6620><U+6703>","cds","/bbs/movie/M.1370880899.A.29E.html"," 6/11","4"
"401","[<U+666E><U+96F7>]«<U+5C4D><U+8B8A>»<U+8840><U+6F3F><U+5674><U+6CC9><U+5629><U+5566><U+5566> ","ash1118","/bbs/movie/M.1370881931.A.D71.html"," 6/11",""
"402","[<U+8A0E><U+8AD6>] <U+6E05><U+5927><U+591C><U+8C93><U+5B50> <U+4E9E><U+502B><U+96F7><U+5948><U+5F71><U+5C55>-<U+591C><U+8207><U+9727>","whyiknowu","/bbs/movie/M.1370882232.A.C69.html"," 6/11","2"
"403","[<U+8A0E><U+8AD6>] <U+767D><U+5BAE><U+4EFB><U+52D9>....<U+5168><U+9762><U+653B><U+4F54>???","ckshchen","/bbs/movie/M.1370883205.A.F9D.html"," 6/11","2"
"404","[<U+8ACB><U+76CA>] <U+8718><U+86DB><U+4EBA>3<U+7684><U+5E7E><U+500B><U+5287><U+60C5><U+554F><U+984C>","PrinceBamboo","/bbs/movie/M.1370883539.A.F06.html"," 6/11","4"
"405","[<U+8A0E><U+8AD6>] ET<U+9996><U+6620>","zaizen","/bbs/movie/M.1370883825.A.315.html"," 6/11","1"
"406","[<U+7206><U+7B11><U+96F7>] <U+6182><U+9B31><U+7684><U+6642><U+5019><U+4F86><U+500B><U+6DD2><U+53B2><U+4EBA><U+59BB><U+5427>","rhonda117","/bbs/movie/M.1370885819.A.2B3.html"," 6/11","7"
"407","[<U+597D><U+96F7>] «<U+8166><U+7537>»<U+89C0><U+5F8C><U+611F>-<U+5B64><U+7368><U+4E16><U+754C><U+7684><U+6B63><U+7FA9><U+8207><U+504F><U+57F7>","snell","/bbs/movie/M.1370888198.A.EEC.html"," 6/11","7"
"408","Re: [<U+8A0E><U+8AD6>] <U+9006><U+5149><U+98DB><U+7FD4><U+5BA3><U+50B3><U+554F><U+984C>","SUNZIICORSA","/bbs/movie/M.1370890487.A.1DA.html"," 6/11","5"
"409","[<U+554F><U+7247>] <U+8B93><U+6771><U+897F><U+79FB><U+52D5><U+7684><U+7279><U+7570><U+529F><U+80FD> (<U+9B54><U+5973><U+5609><U+8389>)","yunyun85106","/bbs/movie/M.1370892805.A.BE0.html"," 6/11","5"
"410","Re: [<U+8ACB><U+76CA>] <U+8718><U+86DB><U+4EBA>3<U+7684><U+5E7E><U+500B><U+5287><U+60C5><U+554F><U+984C>","ianpanda0406","/bbs/movie/M.1370906425.A.F79.html"," 6/11","4"
"411","[<U+554F><U+7247>] <U+4E00><U+90E8><U+59BB><U+5B50><U+8207><U+5916><U+9047><U+5C0D><U+8C61><U+5171><U+8B00><U+6BBA><U+592B><U+7684><U+96FB><U+5F71>","Sswatt","/bbs/movie/M.1370907914.A.CF9.html"," 6/11","3"
"412","[<U+8F49><U+9304>] <U+6797><U+5FD7><U+73B2>:<U+751F><U+6D3B><U+4E2D><U+4E0D><U+505A><U+7B2C><U+4E09><U+8005>","wty","/bbs/movie/M.1370908414.A.69B.html"," 6/11","5"
"413","[<U+666E><U+96F7>] The Purge","aaronjet","/bbs/movie/M.1370910807.A.0E7.html"," 6/11","3"
"414","[<U+65B0><U+805E>] «<U+5BCC><U+6625><U+5C71><U+5C45><U+5716>»<U+88AB><U+8A55><U+8CA0><U+5206>:<U+5237><U+65B0><U+721B><U+7247><U+5E95><U+7DDA>","mited","/bbs/movie/M.1370917481.A.9A9.html"," 6/11","31"
"415","[<U+8D85><U+723D><U+5FAE><U+96F7>] <U+8D85><U+4EBA>:<U+92FC><U+9435><U+82F1><U+96C4>","cloudyhouse","/bbs/movie/M.1370920085.A.EC7.html"," 6/11","23"
"416","[<U+65B0><U+805E>]<U+597D><U+840A><U+5862><U+4FCA><U+7537><U+7F8E><U+5973> 12<U+5C0D><U+5047><U+6232><U+771F><U+4F5C><U+60C5><U+4FB6><U+6A94> ","queeniwu","/bbs/movie/M.1370920269.A.E83.html"," 6/11","2"
"417","[<U+65B0><U+805E>]<U+3010><U+7F8E><U+570B><U+968A><U+9577>2<U+3011><U+5168><U+65B0><U+6230><U+7532> <U+9177><U+70AB><U+767B><U+5834> ","kevinhft","/bbs/movie/M.1370920776.A.12C.html"," 6/11","20"
"418","[<U+597D><U+96F7>] <U+81F4><U+9752><U+6625>-<U+7968><U+623F><U+597D><U+662F><U+6709><U+539F><U+56E0><U+7684>","Zsad","/bbs/movie/M.1370921070.A.8D2.html"," 6/11","5"
"419","[<U+8A0E><U+8AD6>] <U+8D85><U+4EBA>:<U+92FC><U+9435><U+82F1><U+96C4> <U+5404><U+5BB6><U+8A55><U+50F9><U+51FA><U+7210>","alljerry04","/bbs/movie/M.1370921364.A.0F2.html"," 6/11","17"
"420","[<U+7247><U+55AE>] <U+5973><U+4E3B><U+89D2><U+5C0D><U+65BC><U+70F9><U+98EA><U+5F88><U+62FF><U+624B>","appleinmyeye","/bbs/movie/M.1370921626.A.0D3.html"," 6/11","13"
"421","[<U+597D><U+8A55>]<U+8D85><U+4EBA>:<U+92FC><U+9435><U+82F1><U+96C4><U+7279><U+6620><U+5FC3><U+5F97>-<U+8D85><U+4E4E><U+9810><U+671F><U+7684><U+9707><U+64BC>! ","imserious","/bbs/movie/M.1370922729.A.D61.html"," 6/11",""
"422","[<U+65B0><U+805E>] <U+53F0><U+5317><U+96FB><U+5F71><U+7BC0><U+516C><U+4F48><U+4E16><U+754C><U+9996><U+6620><U+9A5A><U+559C><U+5834>«<U+7E3D><U+8216><U+5E2B>»","Ruke","/bbs/movie/M.1370922825.A.3D6.html"," 6/11","1"
"423","[<U+8A0E><U+8AD6>] <U+92FC><U+9435><U+82F1><U+96C4><U+5206><U+6578><U+958B><U+76E4>","sunny1991225","/bbs/movie/M.1370923805.A.360.html"," 6/11","17"
"424","[<U+8ACB><U+76CA>] <U+611B><U+4F60><U+4E5D><U+9031><U+534A>","solier","/bbs/movie/M.1370924262.A.E9C.html"," 6/11","1"
"425","[<U+8A0E><U+8AD6>] <U+3010><U+53E4><U+8E5F><U+6230><U+58EB><U+3011><U+55AC><U+6CBB><U+514B><U+9686><U+5C3C><U+516B><U+5B57><U+9B0D><U+7247><U+5834><U+7167>","northoslo","/bbs/movie/M.1370924351.A.AF6.html"," 6/11","7"
"426","[<U+65B0><U+805E>] <U+5BCC><U+6625><U+5C71><U+5C45><U+5716><U+6DEA><U+721B><U+7247><U+4E4B><U+6700> <U+6797><U+5FD7><U+73B2><U+9732><U+5976><U+6210><U+4EAE><U+9EDE>","zbemuse","/bbs/movie/M.1370924691.A.A60.html"," 6/11","28"
"427","[<U+554F><U+5377>] <U+8ACB><U+5404><U+4F4D><U+5E6B><U+5FD9><U+586B><U+554F><U+5377>","alljerry04","/bbs/movie/M.1370926459.A.579.html"," 6/11","2"
"428","[<U+5FAE><U+96F7>] <U+85E5><U+547D><U+95DC><U+4FC2> Side Effects","stacysha","/bbs/movie/M.1370927671.A.5F2.html"," 6/11","3"
"429","[<U+65B0><U+805E>]«<U+6975><U+901F><U+5FEB><U+611F>»<U+9996><U+5EA6><U+66DD><U+5149><U+5BA3><U+50B3><U+5F71><U+7247>","alvisQQ","/bbs/movie/M.1370927690.A.EE4.html"," 6/11","7"
